post_title	post_name	sku	parent_sku	children	stock	regular_price	sold_individually	tax_status	product_url	images	product_page_url
HS228	hs228	SNA10282675				29.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/HS2286.jpg ! alt :  ! title : HS2286.jpg ! desc :  ! caption : "	https://49b.pfcd.ca/product/hs228/
"3x1 Aluminium Powder Coated Hub with Bearings"	3x1-aluminium-powder-coated-hub-with-bearings	2CA405-WHI-PC				55.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/white.png ! alt :  ! title : white.png ! desc :  ! caption : "	https://49b.pfcd.ca/product/3x1-aluminium-powder-coated-hub-with-bearings/
"6x1 Aluminium Powder Coated Hub with Bearings"	6x1-aluminium-powder-coated-hub-with-bearings	2CA040-WHI-PC				100.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/white.png ! alt :  ! title : white.png ! desc :  ! caption : "	https://49b.pfcd.ca/product/6x1-aluminium-powder-coated-hub-with-bearings/
"4x1 Aluminium Powder Coated Hub with Bearings"	4x1-aluminium-powder-coated-hub-with-bearings	2CA027-WHI-PC				75.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/white.png ! alt :  ! title : white.png ! desc :  ! caption : "	https://49b.pfcd.ca/product/4x1-aluminium-powder-coated-hub-with-bearings/
"25"" SoftWheel Aluminium 2.75"	25-softwheel-aluminium-2-75	4WH520				2375.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/softwheel-round.jpg ! alt :  ! title : softwheel-round.jpg ! desc :  ! caption : "	https://49b.pfcd.ca/product/25-softwheel-aluminium-2-75/
"24"" SoftWheel Aluminium 2.75"	24-softwheel-aluminium-2-75	4WH510				2375.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/softwheel-round.jpg ! alt :  ! title : softwheel-round.jpg ! desc :  ! caption : "	https://49b.pfcd.ca/product/24-softwheel-aluminium-2-75/
"20'' Wire"	20-wire	4WH625				142.50	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/01/4WH625.jpg ! alt :  ! title : SpinergySpinwire.jpg ! desc :  ! caption : "	https://49b.pfcd.ca/product/20-wire/
"20'' X-Core 3"	20-x-core-3	4WH570				85.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/4WH610.jpg ! alt :  ! title : 4WH610.jpg ! desc :  ! caption : "	https://49b.pfcd.ca/product/20-x-core-3/
"20'' X-Core Mag 5"	20-x-core-mag-5	4WH565				85.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/01/4WH565.jpg ! alt :  ! title : Mag-Xcore.jpg ! desc :  ! caption : "	https://49b.pfcd.ca/product/20-x-core-mag-5/
"22'' X-Core Mag 5"	22-x-core-mag-5	4WH573				85.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/01/4WH573.jpg ! alt :  ! title : 4WH573.jpg ! desc :  ! caption : "	https://49b.pfcd.ca/product/22-x-core-mag-5/
"K912 - Black 8.5x2.0"	k912-black-8-5x2-0	K070891207B0				15.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K912_200x200.jpg ! alt :  ! title : K912_200x200 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k912-black-8-5x2-0/
"7x1 Primo Poly - Black"	7x1-primo-poly-black	2CA160				75.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA099.png ! alt :  ! title : 2CA099 ! desc :  ! caption : "	https://49b.pfcd.ca/product/7x1-primo-poly-black/
"7x1 3/4 Pneumatic c/w Tire Tube Bearings"	7x1-3-4-pneumatic-c-w-tire-tube-bearings	2CA204				75.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA204.png ! alt :  ! title : 2CA204 ! desc :  ! caption : "	https://49b.pfcd.ca/product/7x1-3-4-pneumatic-c-w-tire-tube-bearings/
"8x1 Primo Poly - Black"	8x1-primo-poly-black	2CA180				75.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA099.png ! alt :  ! title : 2CA099 ! desc :  ! caption : "	https://49b.pfcd.ca/product/8x1-primo-poly-black/
"Krypto 47mm - Green"	krypto-47mm-green	4CA740-GN				35	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : "	https://49b.pfcd.ca/product/krypto-47mm-green/
"Krypto 59mm - Clear"	krypto-59mm-clear	4CA749-CC				35	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4CA749-CC.jpg ! alt :  ! title : 4CA749-CC ! desc :  ! caption : "	https://49b.pfcd.ca/product/krypto-59mm-clear/
"Krypto 62mm - Black"	krypto-62mm-black	4CA750				68	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : "	https://49b.pfcd.ca/product/krypto-62mm-black/
"Krypto 69mm"	krypto-69mm	4CA755				35.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : "	https://49b.pfcd.ca/product/krypto-69mm/
"Krypto Flashing 75mm"	krypto-flashing-75mm	4CA780				50.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : "	https://49b.pfcd.ca/product/krypto-flashing-75mm/
"3x1 MBL Composite Court"	3x1-mbl-composite-court	2CA410				35.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : "	https://49b.pfcd.ca/product/3x1-mbl-composite-court/
"Krypto 80mm - Assm Micro - All Court"	krypto-80mm-assm-micro-all-court	4CA766				40.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/01/noimage54.gif ! alt :  ! title : noimage54.gif ! desc :  ! caption : "	https://49b.pfcd.ca/product/krypto-80mm-assm-micro-all-court/
"4x1.4 Composite Hub - Black Tread"	4x1-4-composite-hub-black-tread	2CA023				50.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : "	https://49b.pfcd.ca/product/4x1-4-composite-hub-black-tread/
"4x1.5 Soft Roll Composite Black Hub - Black tread"	4x1-5-soft-roll-composite-black-hub-black-tread	2CA029-BLK-Bk				65.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : "	https://49b.pfcd.ca/product/4x1-5-soft-roll-composite-black-hub-black-tread/
"Krypto 100mm - Flashing"	krypto-100mm-flashing	4CA770				65.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : "	https://49b.pfcd.ca/product/krypto-100mm-flashing/
"MBL (100x34) Alucore 8mm (1404A1)"	mbl-100x34-alucore-8mm-1404a1	2CA026				75.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA033.png ! alt :  ! title : 2CA033 ! desc :  ! caption : "	https://49b.pfcd.ca/product/mbl-100x34-alucore-8mm-1404a1/
"4x1 Composite Hub"	4x1-composite-hub	2CA411				50.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA4115.jpg ! alt :  ! title : CREATOR: gd-jpeg v1.0 (using IJG JPEG v62), quality = 90 ! desc :  ! caption : CREATOR: gd-jpeg v1.0 (using IJG JPEG v62), quality = 90"	https://49b.pfcd.ca/product/4x1-composite-hub/
"4x1.25 Back Carbon Fiber Caster w Black Molded Injection Tread"	4x1-25-back-carbon-fiber-caster-w-black-molded-injection-tread	2CA201-CF-BK				95.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA201-CF-BK_200x200.png ! alt :  ! title : 2CA201-CF-BK_200x200 ! desc :  ! caption : "	https://49b.pfcd.ca/product/4x1-25-back-carbon-fiber-caster-w-black-molded-injection-tread/
"4x1 Primo Hollow Caster P-110 Black"	4x1-primo-hollow-caster-p-110-black	2CA109				35.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA117.png ! alt :  ! title : 2CA117 ! desc :  ! caption : "	https://49b.pfcd.ca/product/4x1-primo-hollow-caster-p-110-black/
"4x1.5 Primo Hollow Caster - Black"	4x1-5-primo-hollow-caster-black	2CA112				35.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA115.png ! alt :  ! title : 2CA115 ! desc :  ! caption : "	https://49b.pfcd.ca/product/4x1-5-primo-hollow-caster-black/
"5x1.4 Composite Hub - Black Tread"	5x1-4-composite-hub-black-tread	2CA021				70.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA023-BLK-Bk.jpg ! alt :  ! title : 2CA023-BLK-Bk ! desc :  ! caption : "	https://49b.pfcd.ca/product/5x1-4-composite-hub-black-tread/
"5'' MBL (125x34) Alucore 8mm (1405A1)"	5-mbl-125x34-alucore-8mm-1405a1	2CA003				75.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA003.png ! alt :  ! title : 2CA003 ! desc :  ! caption : "	https://49b.pfcd.ca/product/5-mbl-125x34-alucore-8mm-1405a1/
"5x1 MBL Pneumatic complete, Tire, Tube, Bearing"	5x1-mbl-pneumatic-complete-tire-tube-bearing	2CA022				100.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA022.png ! alt :  ! title : 2CA022 ! desc :  ! caption : "	https://49b.pfcd.ca/product/5x1-mbl-pneumatic-complete-tire-tube-bearing/
"5x1 Primo Poly - Black"	5x1-primo-poly-black	2CA099				70.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA114.png ! alt :  ! title : 2CA114 ! desc :  ! caption : "	https://49b.pfcd.ca/product/5x1-primo-poly-black/
"5x1 CEW Aluminium / Shox - Black tread"	5x1-cew-aluminium-shox-black-tread	2CA300-SLV-Bk				90.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA300-SLV-BK.png ! alt :  ! title : 2CA300-SLV-BK ! desc :  ! caption : "	https://49b.pfcd.ca/product/5x1-cew-aluminium-shox-black-tread/
"5x1 Composite Hub"	5x1-composite-hub	2CA020				50.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA4115.jpg ! alt :  ! title : CREATOR: gd-jpeg v1.0 (using IJG JPEG v62), quality = 90 ! desc :  ! caption : CREATOR: gd-jpeg v1.0 (using IJG JPEG v62), quality = 90"	https://49b.pfcd.ca/product/5x1-composite-hub/
"5x1 Primo D.G. Hollow Caster P-100 Black"	5x1-primo-d-g-hollow-caster-p-100-black	2CA114				35.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA114.png ! alt :  ! title : 2CA114 ! desc :  ! caption : "	https://49b.pfcd.ca/product/5x1-primo-d-g-hollow-caster-p-100-black/
"5x1.5 Primo Hollow Caster P-120 Black"	5x1-5-primo-hollow-caster-p-120-black	2CA115				35.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA115.png ! alt :  ! title : 2CA115 ! desc :  ! caption : "	https://49b.pfcd.ca/product/5x1-5-primo-hollow-caster-p-120-black/
"6x1.4 Composite Hub, 3 spikes"	6x1-4-composite-hub-3-spikes	2CA052				52.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA4115.jpg ! alt :  ! title : CREATOR: gd-jpeg v1.0 (using IJG JPEG v62), quality = 90 ! desc :  ! caption : CREATOR: gd-jpeg v1.0 (using IJG JPEG v62), quality = 90"	https://49b.pfcd.ca/product/6x1-4-composite-hub-3-spikes/
"6x1.4 Composite Hub - Black Tread"	6x1-4-composite-hub-black-tread	2CA050				52.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA023-BLK-Bk.jpg ! alt :  ! title : 2CA023-BLK-Bk ! desc :  ! caption : "	https://49b.pfcd.ca/product/6x1-4-composite-hub-black-tread/
"6x1.4 Black Nylon Disc Hub -0 Black Tread"	6x1-4-black-nylon-disc-hub-0-black-tread	2CA053				100.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : "	https://49b.pfcd.ca/product/6x1-4-black-nylon-disc-hub-0-black-tread/
"6'' MBL (150x34) Alucore 8mm (1406A1)"	6-mbl-150x34-alucore-8mm-1406a1	2CA033				100.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA033.png ! alt :  ! title : 2CA033 ! desc :  ! caption : "	https://49b.pfcd.ca/product/6-mbl-150x34-alucore-8mm-1406a1/
"6x1 1/4 MBL Pneumatic Castor complete, Tire/Tube/Bearings"	6x1-1-4-mbl-pneumatic-castor-complete-tire-tube-bearings	2CA035				75.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/01/noimage54.gif ! alt :  ! title : noimage54.gif ! desc :  ! caption : "	https://49b.pfcd.ca/product/6x1-1-4-mbl-pneumatic-castor-complete-tire-tube-bearings/
"6x1 Primo D.G. Hollow Caster P-102 Black"	6x1-primo-d-g-hollow-caster-p-102-black	2CA117				35.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA117.png ! alt :  ! title : 2CA117 ! desc :  ! caption : "	https://49b.pfcd.ca/product/6x1-primo-d-g-hollow-caster-p-102-black/
"6x1.5 Primo Hollow Caster P-120 Black"	6x1-5-primo-hollow-caster-p-120-black	2CA118				35.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA115.png ! alt :  ! title : 2CA115 ! desc :  ! caption : "	https://49b.pfcd.ca/product/6x1-5-primo-hollow-caster-p-120-black/
"k301 Rib - Black Non Marking 10x3 (300-4)"	k301-rib-black-non-marking-10x3-300-4	K253010404B0BK				30.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k301_200x200.jpg ! alt :  ! title : k301_200x200 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k301-rib-black-non-marking-10x3-300-4/
"K671 Cruiser - Grey 10x3 (410/350-6)"	k671-cruiser-grey-10x3-410-350-6	K256710616B0				33.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K671.jpg ! alt :  ! title : K671 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k671-cruiser-grey-10x3-410-350-6/
"k301X Rib - Foam Filled 10x3 (300-4)"	k301x-rib-foam-filled-10x3-300-4	KTT10300F				67.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k301_200x200.jpg ! alt :  ! title : k301_200x200 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k301x-rib-foam-filled-10x3-300-4/
"K671 Racing - Foam Filled - Grey 10x3 (300-4)"	k671-racing-foam-filled-grey-10x3-300-4	KTT10300NPR				82.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K671.jpg ! alt :  ! title : K671 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k671-racing-foam-filled-grey-10x3-300-4/
"K469 Knobby Foam Filled - Grey 10x3-1 (300-4)"	k469-knobby-foam-filled-grey-10x3-1-300-4	KTT10300R-469				75.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k469_200x200.jpg ! alt :  ! title : k469_200x200 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k469-knobby-foam-filled-grey-10x3-1-300-4/
"6x1 1/4 Cruiser K671 4P T (150x30) (32-86) - Grey"	6x1-1-4-cruiser-k671-4p-t-150x30-32-86-grey	K25671515B0				13.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K671.jpg ! alt :  ! title : K671 ! desc :  ! caption : "	https://49b.pfcd.ca/product/6x1-1-4-cruiser-k671-4p-t-150x30-32-86-grey/
"8x1 1/4 Street K23B (32-137) - Grey"	8x1-1-4-street-k23b-32-137-grey	K25081523B14				13.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K25081523B142.png ! alt :  ! title : K25081523B142 ! desc :  ! caption : "	https://49b.pfcd.ca/product/8x1-1-4-street-k23b-32-137-grey/
"K473 - 8x2 (200x50) - Black"	k473-8x2-200x50-black	K2454730301C0				15.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K473.jpg ! alt :  ! title : K473 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k473-8x2-200x50-black/
"K909 Slick 4P - Black 8x2 (200x50)"	k909-slick-4p-black-8x2-200x50	K109090301B0				20.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k909.jpg ! alt :  ! title : k909 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k909-slick-4p-black-8x2-200x50/
"K469 Traction 4P TT - Grey 8x2 (200x50)"	k469-traction-4p-tt-grey-8x2-200x50	K254690401B0				15.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k469_200x200.jpg ! alt :  ! title : k469_200x200 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k469-traction-4p-tt-grey-8x2-200x50/
"k301 4P - Foam Filled - Grey 8x2 (200x50)"	k301-4p-foam-filled-grey-8x2-200x50	KTT82000				42.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k301_200x200.jpg ! alt :  ! title : k301_200x200 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k301-4p-foam-filled-grey-8x2-200x50/
"K469 Knobby Foam Filled - Grey 8x2 (200x50)"	k469-knobby-foam-filled-grey-8x2-200x50	KTT82000K				42.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k469_200x200.jpg ! alt :  ! title : k469_200x200 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k469-knobby-foam-filled-grey-8x2-200x50/
"K372X Turf 4P TT 9x350-4"	k372x-turf-4p-tt-9x350-4	K103720450B0				25.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/K372_B.jpg ! alt :  ! title : K372_Edited.png ! desc :  ! caption : "	https://49b.pfcd.ca/product/k372x-turf-4p-tt-9x350-4/
"K372 Turf - Foam Filled 9x350-4"	k372-turf-foam-filled-9x350-4	KTT91350				74.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/K372_B.jpg ! alt :  ! title : K372_Edited.png ! desc :  ! caption : "	https://49b.pfcd.ca/product/k372-turf-foam-filled-9x350-4/
"K276 Sawtooth 4P TT - Black Non Marking 9x2 (280/250-4)"	k276-sawtooth-4p-tt-black-non-marking-9x2-280-250-4	K252760404B0BK				20.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K276.jpg ! alt :  ! title : K276 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k276-sawtooth-4p-tt-black-non-marking-9x2-280-250-4/
"K276X Sawtooth Foam Filled 9x2 (280/250-4)"	k276x-sawtooth-foam-filled-9x2-280-250-4	KTT28250				51.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K276.jpg ! alt :  ! title : K276 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k276x-sawtooth-foam-filled-9x2-280-250-4/
"k301Rib - Foam Filled 9x2 (280/250-4)"	k301rib-foam-filled-9x2-280-250-4	KTT28250F				54.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k301_200x200.jpg ! alt :  ! title : k301_200x200 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k301rib-foam-filled-9x2-280-250-4/
"K470 Slick 6P TT - Black 10x2 (260/165-60)"	k470-slick-6p-tt-black-10x2-260-165-60	K254700206C0				20.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K470_200x200-1.jpg ! alt :  ! title : K470_200x200 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k470-slick-6p-tt-black-10x2-260-165-60/
"K353A Sawtooth - Grey 12x3 (410/350-4)"	k353a-sawtooth-grey-12x3-410-350-4	K073540416A0G				22.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/sawtooth.png ! alt :  ! title : sawtooth ! desc :  ! caption : "	https://49b.pfcd.ca/product/k353a-sawtooth-grey-12x3-410-350-4/
"K352 Stud - Black Non Marking 12x3 (410/350-4)"	k352-stud-black-non-marking-12x3-410-350-4	K253520416B0BK				30.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K352_Edited.png ! alt :  ! title : K352_Edited ! desc :  ! caption : "	https://49b.pfcd.ca/product/k352-stud-black-non-marking-12x3-410-350-4/
"K352 Stud 4P - Grey 12x3 (410/350-6)"	k352-stud-4p-grey-12x3-410-350-6	K073520616B1				40.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K352_Edited.png ! alt :  ! title : K352_Edited ! desc :  ! caption : "	https://49b.pfcd.ca/product/k352-stud-4p-grey-12x3-410-350-6/
"K353A Sawtooth Foam Filled - Black 12x3 (410/350-6)"	k353a-sawtooth-foam-filled-black-12x3-410-350-6	KTT61350				97.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k353.jpg ! alt :  ! title : k353 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k353a-sawtooth-foam-filled-black-12x3-410-350-6/
"K398 2PL - Black 12x3 (410/3.50-6)"	k398-2pl-black-12x3-410-3-50-6	K073980616A1				33.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K398.jpg ! alt :  ! title : K398 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k398-2pl-black-12x3-410-3-50-6/
"K352 Stud Foam Filled - Black 12x3 (410/350-5)"	k352-stud-foam-filled-black-12x3-410-350-5	KFB51350K				94.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K352_Edited.png ! alt :  ! title : K352_Edited ! desc :  ! caption : "	https://49b.pfcd.ca/product/k352-stud-foam-filled-black-12x3-410-350-5/
"K352 Stud Foam Filled - Black 12x3 (410/350-6)"	k352-stud-foam-filled-black-12x3-410-350-6	KFB61350K				94.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K352_Edited.png ! alt :  ! title : K352_Edited ! desc :  ! caption : "	https://49b.pfcd.ca/product/k352-stud-foam-filled-black-12x3-410-350-6/
"K312 Universal Foam Filled - Grey (400-5)13x4"	k312-universal-foam-filled-grey-400-513x4	KTT40050				84.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k312_200x200.jpg ! alt :  ! title : k312_200x200 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k312-universal-foam-filled-grey-400-513x4/
"HS387 Right Run 22x1.0 (25-501)"	hs387-right-run-22x1-0-25-501	SNA10277387.01				25.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/HS387_RightRun.jpg ! alt :  ! title : HS387_RightRun ! desc :  ! caption : "	https://49b.pfcd.ca/product/hs387-right-run-22x1-0-25-501/
"K103 Street 22x1.375 (37-501)"	k103-street-22x1-375-37-501	K25222010314				15.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K103_Street.jpg ! alt :  ! title : K103_Street ! desc :  ! caption : "	https://49b.pfcd.ca/product/k103-street-22x1-375-37-501/
"K1010 Nevegal 22x1.95 (50-501) - Black"	k1010-nevegal-22x1-95-50-501-black	K212186				40.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2023/12/K1010.png ! alt :  ! title : K1010.png ! desc :  ! caption : "	https://49b.pfcd.ca/product/k1010-nevegal-22x1-95-50-501-black/
"C1836 Sentinel 22x1.0 (25-501)"	c1836-sentinel-22x1-0-25-501	2TY014				60.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/sentinel.jpg ! alt :  ! title : sentinel ! desc :  ! caption : "	https://49b.pfcd.ca/product/c1836-sentinel-22x1-0-25-501/
"Aeroflex 22x1.375 (501)"	aeroflex-22x1-375-501	2TY0074AAA				40.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/aeroflex.jpg ! alt :  ! title : aeroflex ! desc :  ! caption : "	https://49b.pfcd.ca/product/aeroflex-22x1-375-501/
"K470 Slick 6P TT - Black 12.5x2.25(203)"	k470-slick-6p-tt-black-12-5x2-25203	K25470120603				20.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K470_200x200.jpg ! alt :  ! title : K470_200x200 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k470-slick-6p-tt-black-12-5x2-25203/
"K469 Traction 4P TT - Grey 12.5x2.25(203)"	k469-traction-4p-tt-grey-12-5x2-25203	K254692508B0				20.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k469.jpg ! alt :  ! title : k469 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k469-traction-4p-tt-grey-12-5x2-25203/
"K124 Street- Grey 12.5x2.25(203)"	k124-street-grey-12-5x2-25203	K2512124000				20.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k124.jpg ! alt :  ! title : k124 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k124-street-grey-12-5x2-25203/
"K50 Knobby - Black 12.5x2.25(203)"	k50-knobby-black-12-5x2-25203	K01126005001				20.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K50_gy.jpg ! alt :  ! title : K50_gy ! desc :  ! caption : "	https://49b.pfcd.ca/product/k50-knobby-black-12-5x2-25203/
"K909 Slick - Black 12.5x2.25(203)"	k909-slick-black-12-5x2-25203	K01126090901				20.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/k909.jpg ! alt :  ! title : k909 ! desc :  ! caption : "	https://49b.pfcd.ca/product/k909-slick-black-12-5x2-25203/
"HS420 Marathon Plus Evolution 700x23c (23-622)"	hs420-marathon-plus-evolution-700x23c-23-622	SNA11100495				57.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/HS420.jpg ! alt :  ! title : HS420 ! desc :  ! caption : "	https://49b.pfcd.ca/product/hs420-marathon-plus-evolution-700x23c-23-622/
"HS380 Ultremo ZX 700x25 (25-622)"	hs380-ultremo-zx-700x25-25-622	SNA11600036.01				81.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/HS380_UltremoZX.jpg ! alt :  ! title : HS380_UltremoZX ! desc :  ! caption : "	https://49b.pfcd.ca/product/hs380-ultremo-zx-700x25-25-622/
"HS399 Durano 700x25c (25-622)"	hs399-durano-700x25c-25-622	SNA11600172.01				70.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/HS399_Durano.jpg ! alt :  ! title : HS399_Durano ! desc :  ! caption : "	https://49b.pfcd.ca/product/hs399-durano-700x25c-25-622/
"MS3 28 (25-622)"	ms3-28-25-622	2TY635				125.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/WS-3.jpg ! alt :  ! title : WS-3 ! desc :  ! caption : "	https://49b.pfcd.ca/product/ms3-28-25-622/
"IRC Exeracer Pro Tires 28x1 (622) - Red"	irc-exeracer-pro-tires-28x1-622-red	2TY750				120.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/01/noimage54.gif ! alt :  ! title : noimage54.gif ! desc :  ! caption : "	https://49b.pfcd.ca/product/irc-exeracer-pro-tires-28x1-622-red/
